Employer_ID,City_ID,Contract_ID,StartDate,EndDate,Contract_Duration,Renewal_Flag,Job_Slots,Total_Contract_Value,Applications,Apply_Start_Clicks,Click_Market_Value,Job_Listings,Month,Year,CMV/TCV,Generated_Profit_Value
4291973,7965,2041632,18-06-2017,18-07-2017,30,1,15,745,65,100,1185.8,10,6,2017,1.591677852,0.591677852
3122107,4858,2054688,22-06-2017,22-07-2017,30,1,15,495,30,55,1171.35,15,6,2017,2.366363636,1.366363636
1487813,199,1912428,27-04-2017,27-05-2017,30,0,15,1245,155,185,2025.15,15,4,2017,1.626626506,0.626626506
1034960,8294,1798596,14-03-2017,14-04-2017,31,1,15,1745,295,435,2094.7,15,3,2017,1.200401146,0.200401146
1752693,9172,1109820,18-05-2016,18-06-2016,31,1,50,1245,265,350,8713.4,45,5,2016,6.998714859,5.998714859
1699760,10567,1457112,18-10-2016,18-11-2016,31,1,15,495,0,0,513.3,15,10,2016,1.036969697,0.036969697
1393013,3823,2192520,10-08-2017,10-09-2017,31,0,15,995,80,165,2697.35,10,8,2017,2.710904523,1.710904523
1655280,2159,1528488,18-11-2016,18-12-2016,30,1,15,495,10,50,2928.85,20,11,2016,5.916868687,4.916868687
1448907,9261,1494420,02-11-2016,02-12-2016,30,1,15,745,65,75,1882.65,5,11,2016,2.52704698,1.52704698
5284133,3711,2304564,20-09-2017,22-09-2017,2,0,15,995,0,0,77.6,5,9,2017,0.07798995,-0.92201005
1233067,9297,1634868,05-01-2017,05-02-2017,31,1,15,1495,495,605,14211.25,25,1,2017,9.505852843,8.505852843
914507,6270,1646772,11-01-2017,11-02-2017,31,1,15,1245,105,90,5008.3,10,1,2017,4.022730924,3.022730924
880293,639,2323140,26-09-2017,26-10-2017,30,0,15,1245,0,185,5171.35,15,9,2017,4.153694779,3.153694779
1884080,6998,1710168,08-02-2017,08-03-2017,28,1,15,495,160,230,4005.35,15,2,2017,8.091616162,7.091616162
2345387,7274,2183520,07-08-2017,07-09-2017,31,0,15,995,0,65,3741.45,15,8,2017,3.760251256,2.760251256
1366080,7648,1115268,20-05-2016,20-06-2016,31,0,50,995,45,175,3696.7,60,5,2016,3.715276382,2.715276382
1051413,8487,1724880,14-02-2017,14-03-2017,28,1,50,1495,70,180,2912.1,20,2,2017,1.947892977,0.947892977
1008187,8011,1460112,19-10-2016,19-11-2016,31,1,15,1495,375,465,29054.55,15,10,2016,19.43448161,18.43448161
2980827,4906,1610400,23-12-2016,23-01-2017,31,1,15,495,100,100,4406.75,30,12,2016,8.902525253,7.902525253
922907,8930,2511840,28-11-2017,28-12-2017,30,1,15,1495,195,320,6217.5,15,11,2017,4.158862876,3.158862876
1351120,9035,1497216,04-11-2016,04-12-2016,30,1,15,1495,35,35,1809.5,20,11,2016,1.210367893,0.210367893
826267,5928,1499076,04-11-2016,04-12-2016,30,0,15,745,210,210,3344.4,5,11,2016,4.489127517,3.489127517
850960,9644,2193180,10-08-2017,10-09-2017,31,1,15,995,170,295,1152.95,10,8,2017,1.158743719,0.158743719
957573,8971,1241064,13-07-2016,13-08-2016,31,1,15,1495,0,15,415.25,10,7,2016,0.277759197,-0.722240803
1097147,8228,2631612,04-01-2018,04-02-2018,31,1,15,1745,140,210,6452.05,15,1,2018,3.697449857,2.697449857
918640,811,2746164,08-02-2018,08-03-2018,28,1,15,1495,65,95,4748.6,15,2,2018,3.17632107,2.17632107
4820827,9770,2186172,08-08-2017,09-08-2017,1,0,15,995,0,0,31.75,15,8,2017,0.031909548,-0.968090452
1064373,5431,1647564,11-01-2017,11-02-2017,31,0,15,1745,0,310,7502.25,10,1,2017,4.299283668,3.299283668
783680,1520,1648836,13-01-2017,13-02-2017,31,0,15,1495,385,485,16992.5,15,1,2017,11.36622074,10.36622074
5027120,3551,2243388,29-08-2017,29-09-2017,31,0,15,995,60,80,3207.2,5,8,2017,3.223316583,2.223316583
1049387,3806,2244432,29-08-2017,29-09-2017,31,1,15,1495,0,565,3596.4,5,8,2017,2.405618729,1.405618729
1528027,6895,2244576,29-08-2017,29-09-2017,31,0,15,1495,410,770,8056.95,5,8,2017,5.389264214,4.389264214
3220213,10800,1701120,04-02-2017,13-02-2017,9,0,15,745,65,105,2497.3,15,2,2017,3.352080537,2.352080537
3220213,2968,1701120,04-02-2017,04-03-2017,28,0,15,745,250,310,6257,15,2,2017,8.398657718,7.398657718
1107120,3389,1461192,19-10-2016,19-11-2016,31,0,15,1745,95,155,10445,10,10,2016,5.985673352,4.985673352
1510133,3782,2205336,15-08-2017,15-09-2017,31,1,15,995,160,480,2897.9,20,8,2017,2.912462312,1.912462312
677040,10712,2206152,15-08-2017,15-09-2017,31,0,15,1245,40,100,1542.05,25,8,2017,1.238594378,0.238594378
1868960,8975,1243176,14-07-2016,11-08-2016,28,1,50,1745,0,720,8724.05,15,7,2016,4.999455587,3.999455587
1351120,7539,1318860,19-08-2016,19-09-2016,31,0,15,745,45,100,2071.9,25,8,2016,2.781073826,1.781073826
1974587,1259,2385552,17-10-2017,17-11-2017,31,1,15,995,0,205,2675.2,15,10,2017,2.688643216,1.688643216
1261387,9672,2228244,23-08-2017,23-09-2017,31,1,15,1495,225,280,7122.15,10,8,2017,4.763979933,3.763979933
1049387,6650,2889984,22-03-2018,22-04-2018,31,0,15,1495,0,90,540.35,5,3,2018,0.361438127,-0.638561873
1993093,2730,1294428,07-08-2016,07-09-2016,31,1,15,1495,155,195,4918.6,25,8,2016,3.290033445,2.290033445
825173,2200,1742760,21-02-2017,21-03-2017,28,1,15,745,80,120,1622.7,20,2,2017,2.178120805,1.178120805
2625573,7457,1590672,16-12-2016,16-01-2017,31,0,15,745,455,620,14696.4,15,12,2016,19.72671141,18.72671141
899227,5316,2493840,21-11-2017,21-12-2017,30,1,15,1495,0,215,5531.4,5,11,2017,3.69993311,2.69993311
3770667,2636,2189868,09-08-2017,09-09-2017,31,0,15,1745,105,155,5818.75,5,8,2017,3.334527221,2.334527221
1078453,128,2239296,28-08-2017,01-09-2017,4,0,15,995,10,10,741.45,15,8,2017,0.745175879,-0.254824121
5271093,4991,2302716,19-09-2017,19-10-2017,30,1,15,995,5,15,446.9,5,9,2017,0.449145729,-0.550854271
1233067,8884,1179792,14-06-2016,14-07-2016,30,1,15,1495,700,955,4839.3,30,6,2016,3.236989967,2.236989967
1107147,3865,1245936,15-07-2016,28-07-2016,13,1,50,760,0,185,4162.4,70,7,2016,5.476842105,4.476842105
1051413,5175,1246632,15-07-2016,20-07-2016,5,0,50,1245,20,25,182.05,10,7,2016,0.1462249,-0.8537751
898107,8625,2404200,23-10-2017,23-11-2017,31,1,15,1245,15,30,1724.25,5,10,2017,1.384939759,0.384939759
1750400,9248,1192056,20-06-2016,20-07-2016,30,1,15,495,0,165,3284.65,25,6,2016,6.635656566,5.635656566
828800,3507,1566660,06-12-2016,06-01-2017,31,0,15,1245,70,70,3732.15,10,12,2016,2.997710843,1.997710843
2937493,6544,1568580,07-12-2016,09-12-2016,2,0,50,1495,0,0,70.7,10,12,2016,0.04729097,-0.95270903
2937493,1705,1568580,07-12-2016,09-12-2016,2,0,50,1495,0,0,70.7,10,12,2016,0.04729097,-0.95270903
1214907,5172,2248848,31-08-2017,30-09-2017,30,1,15,1245,75,205,5184.35,15,8,2017,4.164136546,3.164136546
1645867,7291,1185684,16-06-2016,16-07-2016,30,0,15,1245,195,400,5673.9,5,6,2016,4.557349398,3.557349398
1504693,8051,1432284,06-10-2016,06-11-2016,31,1,15,1745,0,260,9888.6,10,10,2016,5.666819484,4.666819484
1388933,1742,1286868,03-08-2016,03-09-2016,31,0,50,1495,5,25,4590.95,30,8,2016,3.070869565,2.070869565
1049387,10255,1649988,12-01-2017,12-02-2017,31,1,50,2995,0,670,20771.3,35,1,2017,6.935325543,5.935325543
1273573,9683,1287480,03-08-2016,03-09-2016,31,1,15,1245,40,95,1846.7,20,8,2016,1.483293173,0.483293173
1566000,11232,1206132,27-06-2016,27-07-2016,30,1,15,1245,190,195,3752.85,30,6,2016,3.014337349,2.014337349
1830800,8962,1125552,25-05-2016,26-05-2016,1,0,50,1745,0,0,18.4,10,5,2016,0.010544413,-0.989455587
2390000,885,1363728,10-09-2016,10-10-2016,30,0,50,1495,315,395,13864.2,20,9,2016,9.273712375,8.273712375
2352293,8812,1323828,22-08-2016,23-08-2016,1,0,50,1495,10,5,91.5,55,8,2016,0.061204013,-0.938795987
1587307,2783,1324536,22-08-2016,22-09-2016,31,0,15,1495,25,70,2688.8,15,8,2016,1.798528428,0.798528428
1431440,4486,1538544,23-11-2016,20-12-2016,27,1,50,570,15,40,8522.95,15,11,2016,14.95254386,13.95254386
1523200,9137,1571328,08-12-2016,08-01-2017,31,0,15,495,30,50,1675.6,5,12,2016,3.385050505,2.385050505
1324320,538,2634792,05-01-2018,05-02-2018,31,1,15,1245,325,415,9788.4,10,1,2018,7.862168675,6.862168675
1897467,10971,1291932,05-08-2016,05-09-2016,31,1,15,995,10,80,4712.2,15,8,2016,4.735879397,3.735879397
1154027,5018,1303356,11-08-2016,11-09-2016,31,0,15,1745,90,185,2625.6,10,8,2016,1.504641834,0.504641834
1142693,9313,2668584,16-01-2018,16-02-2018,31,1,15,995,65,120,1066.3,15,1,2018,1.071658291,0.071658291
1784187,1144,2749728,09-02-2018,09-03-2018,28,1,15,995,70,155,3934.3,15,2,2018,3.954070352,2.954070352
1515333,3129,2532720,05-12-2017,05-01-2018,31,0,15,995,185,430,4142.1,20,12,2017,4.162914573,3.162914573
6993200,6989,2731956,04-02-2018,05-02-2018,1,0,50,2995,0,5,54.9,10,2,2018,0.018330551,-0.981669449
5332373,62,2742492,07-02-2018,23-02-2018,16,0,15,995,15,45,616.45,15,2,2018,0.619547739,-0.380452261
6634347,7351,2742708,07-02-2018,01-03-2018,22,0,15,995,160,195,1029.2,10,2,2018,1.034371859,0.034371859
5296507,6517,2522400,30-11-2017,03-12-2017,3,1,15,995,5,0,240.35,5,11,2017,0.241557789,-0.758442211
6219307,6629,2523516,01-12-2017,05-12-2017,4,0,15,1495,0,35,813.6,5,12,2017,0.544214047,-0.455785953
443440,8140,2381124,16-10-2017,16-11-2017,31,1,15,1495,200,200,5788.8,20,10,2017,3.872107023,2.872107023
769013,11367,2525100,01-12-2017,01-01-2018,31,0,15,1495,0,365,3383.1,5,12,2017,2.262943144,1.262943144
1279947,10197,2771244,16-02-2018,16-03-2018,28,0,15,995,0,65,2693.9,15,2,2018,2.707437186,1.707437186
7059120,6119,2779152,19-02-2018,19-03-2018,28,1,15,995,15,55,1498.65,20,2,2018,1.506180905,0.506180905
7046667,6837,2798184,23-02-2018,23-03-2018,28,1,15,995,15,60,685.25,15,2,2018,0.688693467,-0.311306533
1113467,2814,2799492,24-02-2018,24-03-2018,28,0,15,1245,60,150,1789.1,15,2,2018,1.437028112,0.437028112
1353893,5517,2782944,20-02-2018,20-03-2018,28,0,15,995,415,500,2023.7,15,2,2018,2.033869347,1.033869347
5015653,6640,2796624,23-02-2018,23-03-2018,28,1,15,995,125,155,3049.7,20,2,2018,3.065025126,2.065025126
1884080,830,2797080,23-02-2018,23-03-2018,28,1,15,995,230,335,3860.35,15,2,2018,3.879748744,2.879748744
1298480,7383,2781912,20-02-2018,20-03-2018,28,1,50,2995,20,185,9297.4,30,2,2018,3.104307179,2.104307179
1142907,2527,2775300,17-02-2018,17-03-2018,28,0,15,1495,25,85,3085.25,15,2,2018,2.063712375,1.063712375
5332373,11,2806416,27-02-2018,02-03-2018,3,0,15,995,15,25,568.55,15,2,2018,0.571407035,-0.428592965
1029867,499,2830464,05-03-2018,05-04-2018,31,0,15,995,115,195,1309.3,20,3,2018,1.315879397,0.315879397
1413653,4040,2884704,21-03-2018,21-04-2018,31,0,15,1495,15,20,592.2,20,3,2018,0.396120401,-0.603879599
1929573,1469,2907768,27-03-2018,27-04-2018,31,0,15,1495,0,40,947.3,15,3,2018,0.633645485,-0.366354515
1264720,4699,2908176,27-03-2018,27-04-2018,31,0,15,1495,0,35,649.5,10,3,2018,0.434448161,-0.565551839
2253120,3,1307544,14-08-2016,15-08-2016,1,0,15,495,0,0,0,0,8,2016,0,-1
2493307,2156,2915856,29-03-2018,28-04-2018,30,0,15,995,5,5,96,0,3,2018,0.096482412,-0.903517588
3390373,3392,1777404,07-03-2017,09-03-2017,2,0,15,1745,0,5,165.5,0,3,2017,0.094842407,-0.905157593
4602293,8775,2144232,26-07-2017,25-08-2017,30,1,15,745,20,45,3312.65,0,7,2017,4.446510067,3.446510067
1324080,9447,1646172,12-01-2017,11-02-2017,30,1,15,1495,115,165,7014.45,15,1,2017,4.691939799,3.691939799
1599227,8849,1054728,15-04-2016,14-05-2016,29,1,15,495,115,250,3943.45,5,4,2016,7.966565657,6.966565657
2434133,5758,1363284,11-09-2016,10-10-2016,29,1,15,495,0,0,0,15,9,2016,0,-1
5345760,3654,2348880,05-10-2017,04-11-2017,30,1,15,995,0,0,0,0,10,2017,0,-1
6160133,4811,2629452,05-01-2018,04-02-2018,30,1,15,995,0,0,389.5,0,1,2018,0.391457286,-0.608542714
1261920,11301,1664556,20-01-2017,19-02-2017,30,0,15,1495,135,245,9116.4,0,1,2017,6.097926421,5.097926421
2187600,5878,1425468,05-10-2016,04-11-2016,30,1,15,745,0,0,11.7,0,10,2016,0.015704698,-0.984295302
2372053,6848,1345080,02-09-2016,01-10-2016,29,1,15,745,0,5,37.5,5,9,2016,0.05033557,-0.94966443
2409200,2837,1579572,14-12-2016,10-01-2017,27,0,15,1745,60,95,3354.75,0,12,2016,1.922492837,0.922492837
2828907,6724,1890324,20-04-2017,19-05-2017,29,1,15,745,0,30,845.85,10,4,2017,1.135369128,0.135369128
3085813,6412,1963344,19-05-2017,18-06-2017,30,1,15,495,0,0,0,0,5,2017,0,-1
3654400,7486,2181612,08-08-2017,07-09-2017,30,1,15,745,10,35,1026,0,8,2017,1.377181208,0.377181208
5234187,1368,2401944,24-10-2017,23-11-2017,30,1,15,1245,25,75,1710,0,10,2017,1.373493976,0.373493976
3793280,3727,2383272,18-10-2017,17-11-2017,30,1,15,745,0,0,0,0,10,2017,0,-1
3425680,8917,1797624,15-03-2017,14-04-2017,30,1,15,495,0,0,80.25,0,3,2017,0.162121212,-0.837878788
3914693,10517,2017272,10-06-2017,09-07-2017,29,1,15,495,15,55,1050.8,0,6,2017,2.122828283,1.122828283
4090960,1697,2235732,27-08-2017,19-09-2017,23,0,50,2995,220,310,1535,10,8,2017,0.512520868,-0.487479132
4090960,10761,2235732,27-08-2017,26-09-2017,30,0,50,2995,580,885,8705.1,10,8,2017,2.90654424,1.90654424
7244053,5080,2821800,03-03-2018,02-04-2018,30,0,15,995,25,55,1792.2,5,3,2018,1.80120603,0.80120603
7396960,2213,2855712,14-03-2018,13-04-2018,30,0,15,995,95,240,1600.75,50,3,2018,1.60879397,0.60879397
2801093,6681,2289048,16-09-2017,15-10-2017,29,1,50,2245,140,370,5439.95,0,9,2017,2.423140312,1.423140312
3357520,10790,1999872,03-06-2017,02-07-2017,29,1,15,745,0,40,1054.8,15,6,2017,1.415838926,0.415838926
3367680,7871,1853808,04-04-2017,03-05-2017,29,1,15,745,0,5,61,0,4,2017,0.081879195,-0.918120805
2725387,5559,1684776,30-01-2017,28-02-2017,29,1,15,1745,60,85,3625.2,5,1,2017,2.07747851,1.07747851
2741440,4226,1558716,03-12-2016,11-12-2016,8,0,15,495,0,0,0,0,12,2016,0,-1
3312773,2523,2422980,31-10-2017,30-11-2017,30,1,15,995,0,400,9404.85,0,10,2017,9.452110553,8.452110553
4055253,158,1978848,25-05-2017,07-06-2017,13,0,15,745,5,15,171.25,0,5,2017,0.229865772,-0.770134228
6808453,7168,2705460,28-01-2018,05-02-2018,8,0,15,995,45,45,1605.5,0,1,2018,1.613567839,0.613567839
6939147,7543,2741316,08-02-2018,11-02-2018,3,0,15,995,0,0,45.6,5,2,2018,0.045829146,-0.954170854
2120027,852,1268484,27-07-2016,26-08-2016,30,1,15,995,25,50,3229.2,5,7,2016,3.245427136,2.245427136
3062507,3785,2110644,14-07-2017,13-08-2017,30,1,15,495,5,10,1796.45,0,7,2017,3.629191919,2.629191919
5522507,10096,2401008,24-10-2017,23-11-2017,30,1,15,995,50,170,3204.6,5,10,2017,3.220703518,2.220703518
6223973,2100,2873892,20-03-2018,19-04-2018,30,0,15,1495,20,50,2123.85,5,3,2018,1.420635452,0.420635452
1382933,5408,1253124,20-07-2016,19-08-2016,30,1,50,995,95,165,3292.35,30,7,2016,3.308894472,2.308894472
3324453,4552,1980984,26-05-2017,25-06-2017,30,1,15,1495,110,115,2527.05,10,5,2017,1.690334448,0.690334448
3911947,479,2273208,10-09-2017,11-09-2017,1,0,15,745,0,0,7.6,0,9,2017,0.010201342,-0.989798658
5177627,3881,2579256,20-12-2017,19-01-2018,30,1,15,995,20,65,2400.75,0,12,2017,2.41281407,1.41281407
5648720,11281,2420892,29-10-2017,28-11-2017,30,1,15,1495,65,135,4123,10,10,2017,2.757859532,1.757859532
1824293,6653,1996788,02-06-2017,01-07-2017,29,1,15,745,0,0,0,0,6,2017,0,-1
2026267,9162,1232460,10-07-2016,12-07-2016,2,0,15,745,0,0,38.7,0,7,2016,0.051946309,-0.948053691
2035200,848,1379040,20-09-2016,30-09-2016,10,0,15,495,0,0,0,0,9,2016,0,-1
2571147,826,2444496,05-11-2017,04-12-2017,29,1,15,745,10,35,1480.7,0,11,2017,1.987516779,0.987516779
2875040,6088,1623360,31-12-2016,30-01-2017,30,1,15,1495,0,0,0,0,12,2016,0,-1
3814933,6681,2610372,29-12-2017,28-01-2018,30,1,15,995,0,0,36.4,0,12,2017,0.036582915,-0.963417085
4378960,2300,2073324,30-06-2017,29-07-2017,29,1,15,495,0,10,965.2,0,6,2017,1.94989899,0.94989899
1515333,1541,1512432,12-11-2016,11-12-2016,29,1,15,495,115,205,2599.2,5,11,2016,5.250909091,4.250909091
2281333,10911,1315620,19-08-2016,18-09-2016,30,1,15,495,0,0,31.95,0,8,2016,0.064545455,-0.935454545
5559973,4522,2398212,22-10-2017,01-11-2017,10,0,15,995,0,15,205.2,0,10,2017,0.206231156,-0.793768844
1568827,5991,2673432,19-01-2018,18-02-2018,30,1,15,495,0,0,68.4,0,1,2018,0.138181818,-0.861818182
2954933,193,1983852,27-05-2017,26-06-2017,30,1,15,495,25,85,997.35,0,5,2017,2.014848485,1.014848485
3638107,10630,2351796,06-10-2017,05-11-2017,30,1,15,495,5,15,863.55,0,10,2017,1.744545455,0.744545455
3430880,7059,1869600,11-04-2017,10-05-2017,29,1,15,1245,20,35,1268.3,0,4,2017,1.018714859,0.018714859
4092693,3172,2620836,02-01-2018,01-02-2018,30,1,15,1495,75,160,3300.3,0,1,2018,2.207558528,1.207558528
4374000,5338,2614800,30-12-2017,29-01-2018,30,1,15,495,20,105,5531.25,0,12,2017,11.17424242,10.17424242
6706560,4404,2678184,20-01-2018,19-02-2018,30,1,15,995,440,670,11468.4,20,1,2018,11.52603015,10.52603015
2017040,2177,1294824,09-08-2016,24-08-2016,15,0,15,1745,105,145,4874.3,10,8,2016,2.793295129,1.793295129
4119067,8324,2141400,25-07-2017,24-08-2017,30,1,50,1495,50,70,2865.2,10,7,2017,1.916521739,0.916521739
4698347,4217,2257632,04-09-2017,03-10-2017,29,0,15,495,15,30,2074.8,0,9,2017,4.191515152,3.191515152
1829547,1441,1283424,03-08-2016,02-09-2016,30,1,15,495,0,0,0,0,8,2016,0,-1
3072347,754,1800804,16-03-2017,15-04-2017,30,1,15,1745,0,0,0,0,3,2017,0,-1
2806613,4609,1803960,17-03-2017,16-04-2017,30,1,15,495,0,0,0,0,3,2017,0,-1
3968267,5388,2041128,19-06-2017,15-07-2017,26,0,15,1245,15,15,767.6,5,6,2017,0.616546185,-0.383453815
4450000,6253,2095692,08-07-2017,07-08-2017,30,1,50,1495,10,60,7639.2,65,7,2017,5.109832776,4.109832776
5269600,3499,2805588,28-02-2018,27-03-2018,27,1,15,995,15,60,592.8,5,2,2018,0.595778894,-0.404221106
2424853,4526,1504320,09-11-2016,15-11-2016,6,0,15,495,0,0,0,0,11,2016,0,-1
2614053,7818,1576608,12-12-2016,21-12-2016,9,0,15,495,0,0,0,0,12,2016,0,-1
2775333,6401,1573272,10-12-2016,09-01-2017,30,1,15,745,0,0,17.1,0,12,2016,0.02295302,-0.97704698
6390000,8997,2601624,24-12-2017,23-01-2018,30,0,15,995,20,50,2214.6,0,12,2017,2.225728643,1.225728643
7350987,3656,2844420,10-03-2018,09-04-2018,30,0,15,1495,80,105,1778.95,5,3,2018,1.18993311,0.18993311
1915840,11370,1603572,23-12-2016,22-01-2017,30,1,15,495,35,80,2898.45,10,12,2016,5.855454545,4.855454545
2678907,5806,1531776,22-11-2016,01-12-2016,9,0,15,1745,0,0,0,0,11,2016,0,-1
2786800,21,1871760,12-04-2017,11-05-2017,29,1,15,745,0,0,0,0,4,2017,0,-1
3799253,523,2235012,27-08-2017,26-09-2017,30,1,15,495,0,50,1542.8,0,8,2017,3.116767677,2.116767677
4539547,5572,2296644,19-09-2017,18-10-2017,29,1,15,1745,165,180,4832.7,0,9,2017,2.769455587,1.769455587
5402933,9240,2744484,09-02-2018,08-03-2018,27,1,15,995,15,60,2135.6,0,2,2018,2.146331658,1.146331658
6185600,1037,2536248,07-12-2017,19-12-2017,12,0,15,1495,35,40,718.2,0,12,2017,0.480401338,-0.519598662
1560933,840,2022600,13-06-2017,12-07-2017,29,1,15,495,0,40,1178.35,0,6,2017,2.380505051,1.380505051
2060320,10972,1248024,17-07-2016,22-07-2016,5,0,15,1245,20,25,360,0,7,2016,0.289156627,-0.710843373
3749680,10048,1891068,20-04-2017,19-05-2017,29,1,15,1495,20,40,141.25,5,4,2017,0.094481605,-0.905518395
4960453,9183,2517828,01-12-2017,30-12-2017,29,1,15,995,315,575,6120.55,0,12,2017,6.151306533,5.151306533
7538640,5156,2888172,23-03-2018,22-04-2018,30,0,15,1495,20,25,77.95,0,3,2018,0.052140468,-0.947859532
2990107,1337,1681644,28-01-2017,24-02-2017,27,0,15,745,45,70,3246.65,15,1,2017,4.357919463,3.357919463
5909173,5227,2486808,19-11-2017,20-11-2017,1,0,15,995,0,5,85.5,0,11,2017,0.085929648,-0.914070352
1713413,9635,1379244,20-09-2016,19-10-2016,29,1,15,745,0,175,5284.8,15,9,2016,7.093691275,6.093691275
2554293,5624,1500000,06-11-2016,05-12-2016,29,1,15,1495,0,200,11675.4,0,11,2016,7.809632107,6.809632107
4374000,5335,2073120,30-06-2017,29-07-2017,29,1,15,495,35,75,982.5,0,6,2017,1.984848485,0.984848485
6127653,8682,2915100,29-03-2018,28-04-2018,30,0,15,1245,0,0,0,0,3,2018,0,-1
6362187,7841,2589684,22-12-2017,21-01-2018,30,1,15,995,0,100,8727.4,0,12,2017,8.771256281,7.771256281
488880,1676,1481208,29-10-2016,28-11-2016,30,1,15,745,75,90,5253.3,15,10,2016,7.051409396,6.051409396
6767040,5618,2693340,25-01-2018,21-02-2018,27,0,15,995,10,30,1975.05,0,1,2018,1.984974874,0.984974874
6767040,508,2693340,25-01-2018,21-02-2018,27,0,15,995,10,30,1975.05,5,1,2018,1.984974874,0.984974874
1718320,7923,2854776,14-03-2018,13-04-2018,30,0,15,495,0,55,906.6,5,3,2018,1.831515152,0.831515152
3064507,8773,1653924,15-01-2017,23-01-2017,8,0,15,745,0,0,0,0,1,2017,0,-1
3478347,10780,1960260,18-05-2017,17-06-2017,30,1,15,1245,25,25,873.3,0,5,2017,0.701445783,-0.298554217
4367013,1196,2069952,29-06-2017,30-06-2017,1,0,15,1495,0,0,0,0,6,2017,0,-1
4987307,1347,2647800,11-01-2018,10-02-2018,30,0,15,995,0,555,21437.4,5,1,2018,21.54512563,20.54512563
2001653,2017,1352832,07-09-2016,06-10-2016,29,1,15,495,0,0,0,0,9,2016,0,-1
2554160,7107,1416852,01-10-2016,30-10-2016,29,1,15,995,0,185,3662.1,0,10,2016,3.680502513,2.680502513
5356533,9193,2349084,05-10-2017,04-11-2017,30,1,15,995,45,60,1586.5,0,10,2017,1.594472362,0.594472362
5812827,4572,2463492,11-11-2017,10-12-2017,29,1,15,995,65,110,3053.15,0,11,2017,3.068492462,2.068492462
1758160,5130,1893156,21-04-2017,20-05-2017,29,1,15,495,0,0,0,0,4,2017,0,-1
2918907,3226,1714884,11-02-2017,10-03-2017,27,1,15,495,25,55,1749.3,0,2,2017,3.533939394,2.533939394
7303947,3989,2836128,08-03-2018,07-04-2018,30,0,15,995,15,25,1531.5,10,3,2018,1.53919598,0.53919598
2870373,10535,1547724,30-11-2016,29-12-2016,29,1,15,495,30,35,2398,20,11,2016,4.844444444,3.844444444
3454880,5225,1797828,15-03-2017,14-04-2017,30,1,15,745,60,80,1824.65,0,3,2017,2.449194631,1.449194631
3621920,10841,1857084,05-04-2017,24-04-2017,19,0,15,745,15,10,36.25,0,4,2017,0.048657718,-0.951342282
3819547,2044,1911864,28-04-2017,04-05-2017,6,0,15,495,0,0,60.8,0,4,2017,0.122828283,-0.877171717
